#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
b_alaminos;Alaminos;Alaminos;Alaminos;;Alaminos;;;;;;;;;x
b_fuga;Fuga;Fuga;Fuga;;Fuga;;;;;;;;;x
b_fuga_adj;Fugan;;fuger;;;;;;;;;;;x
b_ihubok;Ihubok;Ihubok;Ihubok;;Ihubok;;;;;;;;;x
b_ihubok_adj;Ihubokian;;ihuboker;;;;;;;;;;;x
b_iloilo;Iloilo;Iloilo;Iloilo;;Iloilo;;;;;;;;;x
b_iloilo_adj;Iloilian;;iloiler;;;;;;;;;;;x
b_itbud;Itbud;Itbud;Itbud;;Itbud;;;;;;;;;x
b_itbud_adj;Itbudian;;itbuder;;;;;;;;;;;x
b_ivana;Ivana;Ivana;Ivana;;Ivana;;;;;;;;;x
b_ivana_adj;Ivanan;;ivaner;;;;;;;;;;;x
b_kalibo;Kalibo;Kalibo;Kalibo;;Kalibo;;;;;;;;;x
b_kalibo_adj;Kalibian;;kaliber;;;;;;;;;;;x
b_kaumbakan;Kaumbakan;Kaumbakan;Kaumbakan;;Kaumbakan;;;;;;;;;x
b_kaumbakan_adj;Kaumbakanian;;kaumbakaner;;;;;;;;;;;x
b_laoag;Laoag;Laoag;Laoag;;Laoag;;;;;;;;;x
b_laoag_adj;Laoagian;;laoager;;;;;;;;;;;x
b_legazpi;Legazpi;Legazpi;Legazpi;;Legazpi;;;;;;;;;x
b_legazpi_adj;Legazpian;;legazper;;;;;;;;;;;x
b_looc;Looc;Looc;Looc;;Looc;;;;;;;;;x
b_looc_adj;Loocian;;loocer;;;;;;;;;;;x
b_lulw;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_10;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_10_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_100;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_100_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_101;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_101_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_102;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_102_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_103;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_103_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_104;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_104_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_105;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_105_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_106;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_106_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_107;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_107_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_108;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_108_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_109;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_109_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_11;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_11_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_110;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_110_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_111;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_111_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_112;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_112_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_113;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_113_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_114;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_114_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_115;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_115_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_116;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_116_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_117;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_117_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_118;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_118_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_119;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_119_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_12;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_12_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_120;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_120_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_121;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_121_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_122;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_122_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_123;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_123_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_124;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_124_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_125;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_125_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_126;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_126_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_127;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_127_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_128;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_128_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_129;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_129_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_13;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_13_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_130;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_130_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_131;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_131_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_132;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_132_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_133;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_133_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_134;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_134_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_135;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_135_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_136;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_136_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_137;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_137_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_138;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_138_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_139;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_139_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_14;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_14_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_140;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_140_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_141;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_141_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_142;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_142_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_143;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_143_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_144;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_144_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_145;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_145_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_146;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_146_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_147;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_147_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_148;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_148_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_149;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_149_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_15;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_15_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_150;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_150_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_151;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_151_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_152;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_152_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_153;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_153_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_154;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_154_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_155;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_155_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_156;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_156_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_157;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_157_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_158;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_158_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_159;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_159_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_16;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_16_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_160;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_160_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_161;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_161_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_162;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_162_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_163;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_163_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_164;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_164_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_165;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_165_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_166;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_166_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_167;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_167_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_168;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_168_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_169;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_169_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_17;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_17_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_170;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_170_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_171;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_171_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_172;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_172_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_173;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_173_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_174;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_174_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_175;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_175_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_176;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_176_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_177;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_177_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_178;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_178_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_179;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_179_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_18;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_18_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_180;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_180_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_181;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_181_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_182;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_182_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_183;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_183_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_184;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_184_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_185;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_185_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_186;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_186_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_187;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_187_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_188;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_188_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_189;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_189_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_19;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_19_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_190;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_190_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_191;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_191_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_192;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_192_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_2;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_2_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_20;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_20_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_21;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_21_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_22;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_22_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_23;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_23_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_24;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_24_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_25;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_25_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_26;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_26_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_27;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_27_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_28;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_28_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_29;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_29_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_3;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_3_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_30;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_30_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_31;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_31_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_32;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_32_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_33;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_33_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_34;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_34_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_35;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_35_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_36;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_36_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_37;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_37_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_38;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_38_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_39;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_39_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_4;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_4_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_40;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_40_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_41;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_41_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_42;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_42_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_43;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_43_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_44;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_44_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_45;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_45_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_46;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_46_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_47;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_47_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_48;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_48_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_49;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_49_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_5;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_5_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_50;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_50_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_51;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_51_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_52;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_52_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_53;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_53_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_54;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_54_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_55;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_55_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_56;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_56_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_57;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_57_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_58;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_58_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_59;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_59_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_6;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_6_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_60;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_60_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_61;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_61_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_62;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_62_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_63;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_63_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_64;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_64_adj;Lulwian;;lulwer;;;;;;;;;;;x
b_lulw_65;Lulw;Lulw;Lulw;;Lulw;;;;;;;;;x
b_lulw_65_adj;Lulwian;;lulwer;;;;;;;;;;;x
